Year,Canton,Age Group,Net Migration
2019,St. Gallen,30-39,788
2019,St. Gallen,40-49,425
2019,St. Gallen,50-59,-53
2019,St. Gallen,60-69,-355
2019,St. Gallen,70-79,-68
2019,St. Gallen,80-89,-13
2019,St. Gallen,90-99,1
2019,St. Gallen,100-109,0
2019,Thurgau,0-9,183
2019,Thurgau,10-19,178
2019,Thurgau,20-29,779
2019,Thurgau,30-39,489
2019,Thurgau,40-49,259
2019,Thurgau,50-59,19
2019,Thurgau,60-69,-192
2019,Thurgau,70-79,-14
2019,Thurgau,80-89,-8
2019,Thurgau,90-99,-3
2019,Thurgau,100-109,0
2019,Ticino,0-9,262
2019,Ticino,10-19,218
2019,Ticino,20-29,210
2019,Ticino,30-39,286
2019,Ticino,40-49,-24
2019,Ticino,50-59,-296
2019,Ticino,60-69,-434
2019,Ticino,70-79,-120
2019,Ticino,80-89,-34
2019,Ticino,90-99,-7
2019,Ticino,100-109,-1
2019,Uri,0-9,9
2019,Uri,10-19,46
2019,Uri,20-29,53
2019,Uri,30-39,33
2019,Uri,40-49,24
2019,Uri,50-59,-7
2019,Uri,60-69,-6
2019,Uri,70-79,-3
2019,Uri,80-89,-4
2019,Uri,90-99,0
2019,Uri,100-109,0
2019,Valais / Wallis,0-9,37
2019,Valais / Wallis,10-19,379
2019,Valais / Wallis,20-29,366
2019,Valais / Wallis,30-39,394
2019,Valais / Wallis,40-49,117
2019,Valais / Wallis,50-59,-69
2019,Valais / Wallis,60-69,-404
2019,Valais / Wallis,70-79,-85
2019,Valais / Wallis,80-89,-52
2019,Valais / Wallis,90-99,-13
2019,Valais / Wallis,100-109,0
2019,Vaud,0-9,625
2019,Vaud,10-19,1568
2019,Vaud,20-29,1177
2019,Vaud,30-39,1219
2019,Vaud,40-49,524
2019,Vaud,50-59,-474
2019,Vaud,60-69,-987
2019,Vaud,70-79,-144
2019,Vaud,80-89,-33
2019,Vaud,90-99,-11
2019,Vaud,100-109,-1
2019,Zug,0-9,126
2019,Zug,10-19,51
2019,Zug,20-29,202
2019,Zug,30-39,349
2019,Zug,40-49,119
2019,Zug,50-59,-63
2019,Zug,60-69,-88
2019,Zug,70-79,-12
2019,Zug,80-89,-4
2019,Zug,90-99,0
2019,Zug,100-109,0
2019,Zürich,0-9,1048
2019,Zürich,10-19,1202
2019,Zürich,20-29,6457
2019,Zürich,30-39,4365
2019,Zürich,40-49,1170
2019,Zürich,50-59,-163
2019,Zürich,60-69,-1075
2019,Zürich,70-79,-149
2019,Zürich,80-89,-82
2019,Zürich,90-99,-13
2019,Zürich,100-109,0
2020,Aargau,0-9,457
2020,Aargau,10-19,430
2020,Aargau,20-29,1591
2020,Aargau,30-39,1224
2020,Aargau,40-49,577
2020,Aargau,50-59,66
2020,Aargau,60-69,-372
2020,Aargau,70-79,-31
2020,Aargau,80-89,-5
2020,Aargau,90-99,-5
2020,Aargau,100-109,1
2020,Appenzell Ausserrhoden,0-9,28
2020,Appenzell Ausserrhoden,10-19,33
2020,Appenzell Ausserrhoden,20-29,53
2020,Appenzell Ausserrhoden,30-39,46
2020,Appenzell Ausserrhoden,40-49,43
2020,Appenzell Ausserrhoden,50-59,6
2020,Appenzell Ausserrhoden,60-69,-40
2020,Appenzell Ausserrhoden,70-79,0
2020,Appenzell Ausserrhoden,80-89,-3
2020,Appenzell Ausserrhoden,90-99,0
2020,Appenzell Ausserrhoden,100-109,0
2020,Appenzell Innerrhoden,0-9,2
2020,Appenzell Innerrhoden,10-19,12
2020,Appenzell Innerrhoden,20-29,27
2020,Appenzell Innerrhoden,30-39,25
2020,Appenzell Innerrhoden,40-49,-5
2020,Appenzell Innerrhoden,50-59,-3
2020,Appenzell Innerrhoden,60-69,-3
2020,Appenzell Innerrhoden,70-79,-1
2020,Appenzell Innerrhoden,80-89,-1
2020,Appenzell Innerrhoden,90-99,0
2020,Appenzell Innerrhoden,100-109,0
2020,Basel-Landschaft,0-9,170
2020,Basel-Landschaft,10-19,128
2020,Basel-Landschaft,20-29,435
2020,Basel-Landschaft,30-39,381
2020,Basel-Landschaft,40-49,237
2020,Basel-Landschaft,50-59,10
2020,Basel-Landschaft,60-69,-165
2020,Basel-Landschaft,70-79,-5
2020,Basel-Landschaft,80-89,-8
2020,Basel-Landschaft,90-99,-4
2020,Basel-Landschaft,100-109,0
2020,Basel-Stadt,0-9,185
2020,Basel-Stadt,10-19,198
2020,Basel-Stadt,20-29,1140
2020,Basel-Stadt,30-39,942
2020,Basel-Stadt,40-49,349
2020,Basel-Stadt,50-59,-4
2020,Basel-Stadt,60-69,-152
2020,Basel-Stadt,70-79,-28
2020,Basel-Stadt,80-89,-6
2020,Basel-Stadt,90-99,1
2020,Basel-Stadt,100-109,0
2020,Bern / Berne,0-9,432
2020,Bern / Berne,10-19,438
2020,Bern / Berne,20-29,1519
2020,Bern / Berne,30-39,1229
2020,Bern / Berne,40-49,484
2020,Bern / Berne,50-59,10
2020,Bern / Berne,60-69,-488
2020,Bern / Berne,70-79,-15
2020,Bern / Berne,80-89,12
2020,Bern / Berne,90-99,-5
2020,Bern / Berne,100-109,-1
2020,Fribourg / Freiburg,0-9,118
2020,Fribourg / Freiburg,10-19,139
2020,Fribourg / Freiburg,20-29,617
2020,Fribourg / Freiburg,30-39,449
2020,Fribourg / Freiburg,40-49,165
2020,Fribourg / Freiburg,50-59,-66
2020,Fribourg / Freiburg,60-69,-261
2020,Fribourg / Freiburg,70-79,1
2020,Fribourg / Freiburg,80-89,-2
2020,Fribourg / Freiburg,90-99,-3
2020,Fribourg / Freiburg,100-109,-1
2020,Genève,0-9,582
2020,Genève,10-19,708
2020,Genève,20-29,1922
2020,Genève,30-39,1612
2020,Genève,40-49,792
2020,Genève,50-59,15
2020,Genève,60-69,-798
2020,Genève,70-79,-98
2020,Genève,80-89,-10
2020,Genève,90-99,-6
2020,Genève,100-109,-2
2020,Glarus,0-9,46
2020,Glarus,10-19,23
2020,Glarus,20-29,102
2020,Glarus,30-39,98
2020,Glarus,40-49,53
2020,Glarus,50-59,10
2020,Glarus,60-69,-45
2020,Glarus,70-79,-4
2020,Glarus,80-89,3
2020,Glarus,90-99,0
2020,Glarus,100-109,0
2020,Graubünden / Grigioni / Grischun,0-9,108
2020,Graubünden / Grigioni / Grischun,10-19,116
2020,Graubünden / Grigioni / Grischun,20-29,542
2020,Graubünden / Grigioni / Grischun,30-39,483
2020,Graubünden / Grigioni / Grischun,40-49,290
2020,Graubünden / Grigioni / Grischun,50-59,94
2020,Graubünden / Grigioni / Grischun,60-69,-126
2020,Graubünden / Grigioni / Grischun,70-79,-37
2020,Graubünden / Grigioni / Grischun,80-89,-16
2020,Graubünden / Grigioni / Grischun,90-99,-5
2020,Graubünden / Grigioni / Grischun,100-109,0
2020,Jura,0-9,39
2020,Jura,10-19,28
2020,Jura,20-29,63
2020,Jura,30-39,85
2020,Jura,40-49,59
2020,Jura,50-59,6
2020,Jura,60-69,-37
2020,Jura,70-79,-6
2020,Jura,80-89,1
2020,Jura,90-99,-1
2020,Jura,100-109,-1
2020,Luzern,0-9,237
2020,Luzern,10-19,331
2020,Luzern,20-29,610
2020,Luzern,30-39,619
2020,Luzern,40-49,268
2020,Luzern,50-59,-25
2020,Luzern,60-69,-204
2020,Luzern,70-79,8
2020,Luzern,80-89,-1
2020,Luzern,90-99,0
2020,Luzern,100-109,0
2020,Neuchâtel,0-9,50
2020,Neuchâtel,10-19,65
2020,Neuchâtel,20-29,471
2020,Neuchâtel,30-39,212
2020,Neuchâtel,40-49,78
2020,Neuchâtel,50-59,-72
2020,Neuchâtel,60-69,-193
2020,Neuchâtel,70-79,-10
2020,Neuchâtel,80-89,1
2020,Neuchâtel,90-99,-1
2020,Neuchâtel,100-109,0
2020,Nidwalden,0-9,34
2020,Nidwalden,10-19,35
2020,Nidwalden,20-29,68
2020,Nidwalden,30-39,34
2020,Nidwalden,40-49,34
2020,Nidwalden,50-59,-3
2020,Nidwalden,60-69,-17
2020,Nidwalden,70-79,2
2020,Nidwalden,80-89,0
2020,Nidwalden,90-99,0
2020,Nidwalden,100-109,0
2020,Obwalden,0-9,13
2020,Obwalden,10-19,10
2020,Obwalden,20-29,59
2020,Obwalden,30-39,46
2020,Obwalden,40-49,22
2020,Obwalden,50-59,3
2020,Obwalden,60-69,-28
2020,Obwalden,70-79,-5
2020,Obwalden,80-89,2
2020,Obwalden,90-99,1
2020,Obwalden,100-109,0
2020,Schaffhausen,0-9,42
2020,Schaffhausen,10-19,58
2020,Schaffhausen,20-29,203
2020,Schaffhausen,30-39,141
2020,Schaffhausen,40-49,71
2020,Schaffhausen,50-59,14
2020,Schaffhausen,60-69,-46
2020,Schaffhausen,70-79,-5
2020,Schaffhausen,80-89,-5
2020,Schaffhausen,90-99,-1
2020,Schaffhausen,100-109,0
2020,Schwyz,0-9,97
2020,Schwyz,10-19,51
2020,Schwyz,20-29,251
2020,Schwyz,30-39,184
2020,Schwyz,40-49,106
2020,Schwyz,50-59,-3
2020,Schwyz,60-69,-83
2020,Schwyz,70-79,-11
2020,Schwyz,80-89,2
2020,Schwyz,90-99,1
2020,Schwyz,100-109,0
2020,Solothurn,0-9,201
2020,Solothurn,10-19,167
2020,Solothurn,20-29,530
2020,Solothurn,30-39,486
2020,Solothurn,40-49,222
2020,Solothurn,50-59,19
2020,Solothurn,60-69,-119
2020,Solothurn,70-79,2
2020,Solothurn,80-89,-2
2020,Solothurn,90-99,-2
2020,Solothurn,100-109,0
2020,St. Gallen,0-9,328
2020,St. Gallen,10-19,523
2020,St. Gallen,20-29,1401
2020,St. Gallen,30-39,958
2020,St. Gallen,40-49,435
2020,St. Gallen,50-59,41
2020,St. Gallen,60-69,-262
2020,St. Gallen,70-79,-5
2020,St. Gallen,80-89,-19
2020,St. Gallen,90-99,1
2020,St. Gallen,100-109,-1
2020,Thurgau,0-9,173
2020,Thurgau,10-19,195
2020,Thurgau,20-29,830
2020,Thurgau,30-39,536
2020,Thurgau,40-49,242
2020,Thurgau,50-59,43
2020,Thurgau,60-69,-155
2020,Thurgau,70-79,9
2020,Thurgau,80-89,-4
2020,Thurgau,90-99,-1
2020,Thurgau,100-109,0
2020,Ticino,0-9,258
2020,Ticino,10-19,429
2020,Ticino,20-29,675
2020,Ticino,30-39,623
2020,Ticino,40-49,269
2020,Ticino,50-59,-35
2020,Ticino,60-69,-280
2020,Ticino,70-79,-69
2020,Ticino,80-89,-8
2020,Ticino,90-99,-5
2020,Ticino,100-109,-1
2020,Uri,0-9,16
2020,Uri,10-19,31
2020,Uri,20-29,112
2020,Uri,30-39,52
2020,Uri,40-49,32
2020,Uri,50-59,12
2020,Uri,60-69,-28
2020,Uri,70-79,-2
2020,Uri,80-89,-1
2020,Uri,90-99,0
2020,Uri,100-109,0
2020,Valais / Wallis,0-9,193
2020,Valais / Wallis,10-19,318
2020,Valais / Wallis,20-29,507
2020,Valais / Wallis,30-39,845
2020,Valais / Wallis,40-49,379
2020,Valais / Wallis,50-59,82
2020,Valais / Wallis,60-69,-298
2020,Valais / Wallis,70-79,-14
2020,Valais / Wallis,80-89,-38
2020,Valais / Wallis,90-99,-11
2020,Valais / Wallis,100-109,-1
2020,Vaud,0-9,824
2020,Vaud,10-19,2530
2020,Vaud,20-29,2719
2020,Vaud,30-39,2045
2020,Vaud,40-49,908
2020,Vaud,50-59,-107
2020,Vaud,60-69,-861
2020,Vaud,70-79,-81
2020,Vaud,80-89,16
2020,Vaud,90-99,1
2020,Vaud,100-109,0
2020,Zug,0-9,124
2020,Zug,10-19,70
2020,Zug,20-29,245
2020,Zug,30-39,435
2020,Zug,40-49,169
2020,Zug,50-59,-14
2020,Zug,60-69,-103
2020,Zug,70-79,-8
2020,Zug,80-89,-3
2020,Zug,90-99,-2
2020,Zug,100-109,0
2020,Zürich,0-9,1031
2020,Zürich,10-19,1129
2020,Zürich,20-29,5987
2020,Zürich,30-39,4193
2020,Zürich,40-49,1529
2020,Zürich,50-59,106
2020,Zürich,60-69,-932
2020,Zürich,70-79,-108
2020,Zürich,80-89,-44
2020,Zürich,90-99,-3
2020,Zürich,100-109,-1
2021,Aargau,0-9,320
2021,Aargau,10-19,503
2021,Aargau,20-29,1683
2021,Aargau,30-39,1138
2021,Aargau,40-49,530
2021,Aargau,50-59,0
2021,Aargau,60-69,-490
2021,Aargau,70-79,-70
2021,Aargau,80-89,-21
2021,Aargau,90-99,-2
2021,Aargau,100-109,0
2021,Appenzell Ausserrhoden,0-9,6
2021,Appenzell Ausserrhoden,10-19,9
2021,Appenzell Ausserrhoden,20-29,62
2021,Appenzell Ausserrhoden,30-39,23
2021,Appenzell Ausserrhoden,40-49,23
2021,Appenzell Ausserrhoden,50-59,-17
2021,Appenzell Ausserrhoden,60-69,-46
2021,Appenzell Ausserrhoden,70-79,-9
2021,Appenzell Ausserrhoden,80-89,-4
2021,Appenzell Ausserrhoden,90-99,1
2021,Appenzell Ausserrhoden,100-109,0
2021,Appenzell Innerrhoden,0-9,5
2021,Appenzell Innerrhoden,10-19,1
2021,Appenzell Innerrhoden,20-29,16
2021,Appenzell Innerrhoden,30-39,11
2021,Appenzell Innerrhoden,40-49,6
2021,Appenzell Innerrhoden,50-59,-3
2021,Appenzell Innerrhoden,60-69,-2
2021,Appenzell Innerrhoden,70-79,-1
2021,Appenzell Innerrhoden,80-89,1
2021,Appenzell Innerrhoden,90-99,0
2021,Appenzell Innerrhoden,100-109,0
2021,Basel-Landschaft,0-9,77
2021,Basel-Landschaft,10-19,38
2021,Basel-Landschaft,20-29,308
2021,Basel-Landschaft,30-39,234
2021,Basel-Landschaft,40-49,41
2021,Basel-Landschaft,50-59,-51
2021,Basel-Landschaft,60-69,-187
2021,Basel-Landschaft,70-79,-22
2021,Basel-Landschaft,80-89,0
2021,Basel-Landschaft,90-99,-4
2021,Basel-Landschaft,100-109,0
2021,Basel-Stadt,0-9,61
2021,Basel-Stadt,10-19,155
2021,Basel-Stadt,20-29,1051
2021,Basel-Stadt,30-39,557
2021,Basel-Stadt,40-49,139
2021,Basel-Stadt,50-59,-79
2021,Basel-Stadt,60-69,-240
2021,Basel-Stadt,70-79,-72
2021,Basel-Stadt,80-89,-23
2021,Basel-Stadt,90-99,-7
2021,Basel-Stadt,100-109,-1
2021,Bern / Berne,0-9,433
2021,Bern / Berne,10-19,514
2021,Bern / Berne,20-29,1817
2021,Bern / Berne,30-39,1097
2021,Bern / Berne,40-49,528
2021,Bern / Berne,50-59,-76
2021,Bern / Berne,60-69,-546
2021,Bern / Berne,70-79,-42
2021,Bern / Berne,80-89,18
2021,Bern / Berne,90-99,-5
2021,Bern / Berne,100-109,-1
2021,Fribourg / Freiburg,0-9,137
2021,Fribourg / Freiburg,10-19,203
2021,Fribourg / Freiburg,20-29,650
2021,Fribourg / Freiburg,30-39,440
2021,Fribourg / Freiburg,40-49,143
2021,Fribourg / Freiburg,50-59,-78
2021,Fribourg / Freiburg,60-69,-281
2021,Fribourg / Freiburg,70-79,1
2021,Fribourg / Freiburg,80-89,0
2021,Fribourg / Freiburg,90-99,-3
2021,Fribourg / Freiburg,100-109,1
2021,Genève,0-9,626
2021,Genève,10-19,650
2021,Genève,20-29,2115
2021,Genève,30-39,1312
2021,Genève,40-49,660
2021,Genève,50-59,-222
2021,Genève,60-69,-793
2021,Genève,70-79,-141
2021,Genève,80-89,1
2021,Genève,90-99,-1
2021,Genève,100-109,-2
2021,Glarus,0-9,16
2021,Glarus,10-19,28
2021,Glarus,20-29,101
2021,Glarus,30-39,85
2021,Glarus,40-49,60
2021,Glarus,50-59,0
2021,Glarus,60-69,-37
2021,Glarus,70-79,-3
2021,Glarus,80-89,1
2021,Glarus,90-99,1
2021,Glarus,100-109,0
2021,Graubünden / Grigioni / Grischun,0-9,95
2021,Graubünden / Grigioni / Grischun,10-19,97
2021,Graubünden / Grigioni / Grischun,20-29,586
2021,Graubünden / Grigioni / Grischun,30-39,459
2021,Graubünden / Grigioni / Grischun,40-49,274
2021,Graubünden / Grigioni / Grischun,50-59,99
2021,Graubünden / Grigioni / Grischun,60-69,-189
2021,Graubünden / Grigioni / Grischun,70-79,-15
2021,Graubünden / Grigioni / Grischun,80-89,4
2021,Graubünden / Grigioni / Grischun,90-99,-5
2021,Graubünden / Grigioni / Grischun,100-109,0
2021,Jura,0-9,35
2021,Jura,10-19,41
2021,Jura,20-29,80
2021,Jura,30-39,37
2021,Jura,40-49,27
2021,Jura,50-59,-20
2021,Jura,60-69,-40
2021,Jura,70-79,0
2021,Jura,80-89,0
2021,Jura,90-99,-2
2021,Jura,100-109,0
2021,Luzern,0-9,201
2021,Luzern,10-19,342
2021,Luzern,20-29,759
2021,Luzern,30-39,619
2021,Luzern,40-49,228
2021,Luzern,50-59,9
2021,Luzern,60-69,-189
2021,Luzern,70-79,-12
2021,Luzern,80-89,-2
2021,Luzern,90-99,-1
2021,Luzern,100-109,0
2021,Neuchâtel,0-9,56
2021,Neuchâtel,10-19,185
2021,Neuchâtel,20-29,565
2021,Neuchâtel,30-39,346
2021,Neuchâtel,40-49,92
2021,Neuchâtel,50-59,-78
2021,Neuchâtel,60-69,-211
2021,Neuchâtel,70-79,-15
2021,Neuchâtel,80-89,0
2021,Neuchâtel,90-99,0
2021,Neuchâtel,100-109,0
2021,Nidwalden,0-9,0
2021,Nidwalden,10-19,15
2021,Nidwalden,20-29,91
2021,Nidwalden,30-39,103
2021,Nidwalden,40-49,40
2021,Nidwalden,50-59,20
2021,Nidwalden,60-69,-19
2021,Nidwalden,70-79,-3
2021,Nidwalden,80-89,5
2021,Nidwalden,90-99,-2
2021,Nidwalden,100-109,0
2021,Obwalden,0-9,5
2021,Obwalden,10-19,4
2021,Obwalden,20-29,116
2021,Obwalden,30-39,82
2021,Obwalden,40-49,3
2021,Obwalden,50-59,21
2021,Obwalden,60-69,-27
2021,Obwalden,70-79,-3
2021,Obwalden,80-89,0
2021,Obwalden,90-99,-1
2021,Obwalden,100-109,0
2021,Schaffhausen,0-9,100
2021,Schaffhausen,10-19,80
2021,Schaffhausen,20-29,202
2021,Schaffhausen,30-39,176
2021,Schaffhausen,40-49,89
2021,Schaffhausen,50-59,-8
2021,Schaffhausen,60-69,-52
2021,Schaffhausen,70-79,0
2021,Schaffhausen,80-89,-2
2021,Schaffhausen,90-99,1
2021,Schaffhausen,100-109,0
2021,Schwyz,0-9,51
2021,Schwyz,10-19,68
2021,Schwyz,20-29,301
2021,Schwyz,30-39,237
2021,Schwyz,40-49,64
2021,Schwyz,50-59,17
2021,Schwyz,60-69,-127
2021,Schwyz,70-79,-25
2021,Schwyz,80-89,-6
2021,Schwyz,90-99,1
2021,Schwyz,100-109,0
2021,Solothurn,0-9,167
2021,Solothurn,10-19,165
2021,Solothurn,20-29,576
2021,Solothurn,30-39,386
2021,Solothurn,40-49,228
2021,Solothurn,50-59,57
2021,Solothurn,60-69,-156
2021,Solothurn,70-79,-8
2021,Solothurn,80-89,-5
2021,Solothurn,90-99,-4
2021,Solothurn,100-109,0
2021,St. Gallen,0-9,252
2021,St. Gallen,10-19,481
2021,St. Gallen,20-29,1485
2021,St. Gallen,30-39,994
2021,St. Gallen,40-49,436
2021,St. Gallen,50-59,8
2021,St. Gallen,60-69,-333
2021,St. Gallen,70-79,-41
2021,St. Gallen,80-89,-10
2021,St. Gallen,90-99,-1
2021,St. Gallen,100-109,1
2021,Thurgau,0-9,107
2021,Thurgau,10-19,177
2021,Thurgau,20-29,751
2021,Thurgau,30-39,518
2021,Thurgau,40-49,247
2021,Thurgau,50-59,-11
2021,Thurgau,60-69,-223
2021,Thurgau,70-79,-14
2021,Thurgau,80-89,1
2021,Thurgau,90-99,-3
2021,Thurgau,100-109,0
2021,Ticino,0-9,298
2021,Ticino,10-19,423
2021,Ticino,20-29,666
2021,Ticino,30-39,571
2021,Ticino,40-49,296
2021,Ticino,50-59,-26
2021,Ticino,60-69,-276
2021,Ticino,70-79,-57
2021,Ticino,80-89,2
2021,Ticino,90-99,-3
2021,Ticino,100-109,0
2021,Uri,0-9,15
2021,Uri,10-19,16
2021,Uri,20-29,83
2021,Uri,30-39,79
2021,Uri,40-49,41
2021,Uri,50-59,20
2021,Uri,60-69,-19
2021,Uri,70-79,5
2021,Uri,80-89,3
2021,Uri,90-99,0
2021,Uri,100-109,0
2021,Valais / Wallis,0-9,208
2021,Valais / Wallis,10-19,465
2021,Valais / Wallis,20-29,764
2021,Valais / Wallis,30-39,1113
2021,Valais / Wallis,40-49,419
2021,Valais / Wallis,50-59,106
2021,Valais / Wallis,60-69,-343
2021,Valais / Wallis,70-79,-67
2021,Valais / Wallis,80-89,-22
2021,Valais / Wallis,90-99,-1
2021,Valais / Wallis,100-109,0
2021,Vaud,0-9,754
2021,Vaud,10-19,2271
2021,Vaud,20-29,2238
2021,Vaud,30-39,1520
2021,Vaud,40-49,734
2021,Vaud,50-59,-263
2021,Vaud,60-69,-990
2021,Vaud,70-79,-76
2021,Vaud,80-89,5
2021,Vaud,90-99,-7
2021,Vaud,100-109,-2
2021,Zug,0-9,91
2021,Zug,10-19,55
2021,Zug,20-29,308
2021,Zug,30-39,431
2021,Zug,40-49,184
2021,Zug,50-59,9
2021,Zug,60-69,-154
2021,Zug,70-79,-21
2021,Zug,80-89,1
2021,Zug,90-99,-3
2021,Zug,100-109,0
2021,Zürich,0-9,564
2021,Zürich,10-19,1179
2021,Zürich,20-29,6809
2021,Zürich,30-39,4035
2021,Zürich,40-49,1103
2021,Zürich,50-59,-223
2021,Zürich,60-69,-1103
2021,Zürich,70-79,-138
2021,Zürich,80-89,-32
2021,Zürich,90-99,-9
2021,Zürich,100-109,-2
2022,Aargau,0-9,521
2022,Aargau,10-19,569
2022,Aargau,20-29,1791
2022,Aargau,30-39,1220
2022,Aargau,40-49,632
2022,Aargau,50-59,-70
2022,Aargau,60-69,-482
2022,Aargau,70-79,-23
2022,Aargau,80-89,-10
2022,Aargau,90-99,3
2022,Aargau,100-109,-1
2022,Appenzell Ausserrhoden,0-9,10
2022,Appenzell Ausserrhoden,10-19,32
2022,Appenzell Ausserrhoden,20-29,135
2022,Appenzell Ausserrhoden,30-39,61
2022,Appenzell Ausserrhoden,40-49,46
2022,Appenzell Ausserrhoden,50-59,19
2022,Appenzell Ausserrhoden,60-69,-39
2022,Appenzell Ausserrhoden,70-79,-6
2022,Appenzell Ausserrhoden,80-89,3
2022,Appenzell Ausserrhoden,90-99,-1
2022,Appenzell Ausserrhoden,100-109,0
2022,Appenzell Innerrhoden,0-9,3
2022,Appenzell Innerrhoden,10-19,-2
2022,Appenzell Innerrhoden,20-29,19
2022,Appenzell Innerrhoden,30-39,33
2022,Appenzell Innerrhoden,40-49,-5
2022,Appenzell Innerrhoden,50-59,8
2022,Appenzell Innerrhoden,60-69,-10
2022,Appenzell Innerrhoden,70-79,-1
2022,Appenzell Innerrhoden,80-89,0
2022,Appenzell Innerrhoden,90-99,1
2022,Appenzell Innerrhoden,100-109,0
2022,Basel-Landschaft,0-9,185
2022,Basel-Landschaft,10-19,99
2022,Basel-Landschaft,20-29,401
2022,Basel-Landschaft,30-39,375
2022,Basel-Landschaft,40-49,181
2022,Basel-Landschaft,50-59,-27
2022,Basel-Landschaft,60-69,-202
2022,Basel-Landschaft,70-79,-44
2022,Basel-Landschaft,80-89,-1
2022,Basel-Landschaft,90-99,-5
2022,Basel-Landschaft,100-109,-1
2022,Basel-Stadt,0-9,241
2022,Basel-Stadt,10-19,233
2022,Basel-Stadt,20-29,1315
2022,Basel-Stadt,30-39,1058
2022,Basel-Stadt,40-49,241
2022,Basel-Stadt,50-59,-30
2022,Basel-Stadt,60-69,-249
2022,Basel-Stadt,70-79,-48
2022,Basel-Stadt,80-89,-21
2022,Basel-Stadt,90-99,-9
2022,Basel-Stadt,100-109,0
2022,Bern / Berne,0-9,467
2022,Bern / Berne,10-19,576
2022,Bern / Berne,20-29,2402
2022,Bern / Berne,30-39,1602
2022,Bern / Berne,40-49,796
2022,Bern / Berne,50-59,92
2022,Bern / Berne,60-69,-665
2022,Bern / Berne,70-79,-33
2022,Bern / Berne,80-89,9
2022,Bern / Berne,90-99,-12
2022,Bern / Berne,100-109,0
2022,Fribourg / Freiburg,0-9,245
2022,Fribourg / Freiburg,10-19,225
2022,Fribourg / Freiburg,20-29,786
2022,Fribourg / Freiburg,30-39,591
2022,Fribourg / Freiburg,40-49,247
2022,Fribourg / Freiburg,50-59,-101
2022,Fribourg / Freiburg,60-69,-336
2022,Fribourg / Freiburg,70-79,-31
2022,Fribourg / Freiburg,80-89,-9
2022,Fribourg / Freiburg,90-99,-2
2022,Fribourg / Freiburg,100-109,0
2022,Genève,0-9,736
2022,Genève,10-19,1177
2022,Genève,20-29,2822
2022,Genève,30-39,2361
2022,Genève,40-49,1257
2022,Genève,50-59,209
2022,Genève,60-69,-874
2022,Genève,70-79,-110
2022,Genève,80-89,-91
2022,Genève,90-99,-64
2022,Genève,100-109,-1
2022,Glarus,0-9,34
2022,Glarus,10-19,29
2022,Glarus,20-29,115
2022,Glarus,30-39,45
2022,Glarus,40-49,48
2022,Glarus,50-59,10
2022,Glarus,60-69,-40
2022,Glarus,70-79,-1
2022,Glarus,80-89,2
2022,Glarus,90-99,0
2022,Glarus,100-109,0
2022,Graubünden / Grigioni / Grischun,0-9,92
2022,Graubünden / Grigioni / Grischun,10-19,190
2022,Graubünden / Grigioni / Grischun,20-29,644
2022,Graubünden / Grigioni / Grischun,30-39,510
2022,Graubünden / Grigioni / Grischun,40-49,337
2022,Graubünden / Grigioni / Grischun,50-59,116
2022,Graubünden / Grigioni / Grischun,60-69,-153
2022,Graubünden / Grigioni / Grischun,70-79,-25
2022,Graubünden / Grigioni / Grischun,80-89,-10
2022,Graubünden / Grigioni / Grischun,90-99,-8
2022,Graubünden / Grigioni / Grischun,100-109,0
2022,Jura,0-9,35
2022,Jura,10-19,40
2022,Jura,20-29,79
2022,Jura,30-39,90
2022,Jura,40-49,16
2022,Jura,50-59,10
2022,Jura,60-69,-65
2022,Jura,70-79,-11
2022,Jura,80-89,-7
2022,Jura,90-99,-1
2022,Jura,100-109,0
2022,Luzern,0-9,271
2022,Luzern,10-19,404
2022,Luzern,20-29,1101
2022,Luzern,30-39,865
2022,Luzern,40-49,422
2022,Luzern,50-59,64
2022,Luzern,60-69,-247
2022,Luzern,70-79,-22
2022,Luzern,80-89,2
2022,Luzern,90-99,-4
2022,Luzern,100-109,0
2022,Neuchâtel,0-9,144
2022,Neuchâtel,10-19,202
2022,Neuchâtel,20-29,674
2022,Neuchâtel,30-39,417
2022,Neuchâtel,40-49,148
2022,Neuchâtel,50-59,-28
2022,Neuchâtel,60-69,-240
2022,Neuchâtel,70-79,-19
2022,Neuchâtel,80-89,-9
2022,Neuchâtel,90-99,-5
2022,Neuchâtel,100-109,0
2022,Nidwalden,0-9,29
2022,Nidwalden,10-19,26
2022,Nidwalden,20-29,157
2022,Nidwalden,30-39,107
2022,Nidwalden,40-49,69
2022,Nidwalden,50-59,24
2022,Nidwalden,60-69,-16
2022,Nidwalden,70-79,-1
2022,Nidwalden,80-89,0
2022,Nidwalden,90-99,1
2022,Nidwalden,100-109,0
2022,Obwalden,0-9,42
2022,Obwalden,10-19,21
2022,Obwalden,20-29,128
2022,Obwalden,30-39,92
2022,Obwalden,40-49,59
2022,Obwalden,50-59,22
2022,Obwalden,60-69,-24
2022,Obwalden,70-79,-8
2022,Obwalden,80-89,0
2022,Obwalden,90-99,-1
2022,Obwalden,100-109,0
2022,Schaffhausen,0-9,101
2022,Schaffhausen,10-19,90
2022,Schaffhausen,20-29,308
2022,Schaffhausen,30-39,238
2022,Schaffhausen,40-49,146
2022,Schaffhausen,50-59,13
2022,Schaffhausen,60-69,-51
2022,Schaffhausen,70-79,1
