"Year","Canton","Sex","Age","Emigration of the permanent resident population"
"2011","Uri","Female","39 years",0
"2011","Uri","Female","40 years",0
"2011","Uri","Female","41 years",1
"2011","Uri","Female","42 years",1
"2011","Uri","Female","43 years",1
"2011","Uri","Female","44 years",0
"2011","Uri","Female","45 years",0
"2011","Uri","Female","46 years",2
"2011","Uri","Female","47 years",0
"2011","Uri","Female","48 years",0
"2011","Uri","Female","49 years",0
"2011","Uri","Female","50 years",0
"2011","Uri","Female","51 years",0
"2011","Uri","Female","52 years",0
"2011","Uri","Female","53 years",1
"2011","Uri","Female","54 years",1
"2011","Uri","Female","55 years",1
"2011","Uri","Female","56 years",0
"2011","Uri","Female","57 years",1
"2011","Uri","Female","58 years",0
"2011","Uri","Female","59 years",1
"2011","Uri","Female","60 years",0
"2011","Uri","Female","61 years",0
"2011","Uri","Female","62 years",1
"2011","Uri","Female","63 years",0
"2011","Uri","Female","64 years",0
"2011","Uri","Female","65 years",0
"2011","Uri","Female","66 years",0
"2011","Uri","Female","67 years",0
"2011","Uri","Female","68 years",0
"2011","Uri","Female","69 years",0
"2011","Uri","Female","70 years",0
"2011","Uri","Female","71 years",0
"2011","Uri","Female","72 years",0
"2011","Uri","Female","73 years",0
"2011","Uri","Female","74 years",0
"2011","Uri","Female","75 years",1
"2011","Uri","Female","76 years",0
"2011","Uri","Female","77 years",2
"2011","Uri","Female","78 years",1
"2011","Uri","Female","79 years",0
"2011","Uri","Female","80 years",0
"2011","Uri","Female","81 years",0
"2011","Uri","Female","82 years",0
"2011","Uri","Female","83 years",1
"2011","Uri","Female","84 years",1
"2011","Uri","Female","85 years",0
"2011","Uri","Female","86 years",0
"2011","Uri","Female","87 years",0
"2011","Uri","Female","88 years",0
"2011","Uri","Female","89 years",0
"2011","Uri","Female","90 years",0
"2011","Uri","Female","91 years",0
"2011","Uri","Female","92 years",0
"2011","Uri","Female","93 years",0
"2011","Uri","Female","94 years",0
"2011","Uri","Female","95 years",0
"2011","Uri","Female","96 years",0
"2011","Uri","Female","97 years",0
"2011","Uri","Female","98 years",0
"2011","Uri","Female","99 years",0
"2011","Uri","Female","100 years or older",0
"2011","Schwyz","Male","0 years",6
"2011","Schwyz","Male","1 year",7
"2011","Schwyz","Male","2 years",9
"2011","Schwyz","Male","3 years",6
"2011","Schwyz","Male","4 years",3
"2011","Schwyz","Male","5 years",9
"2011","Schwyz","Male","6 years",8
"2011","Schwyz","Male","7 years",6
"2011","Schwyz","Male","8 years",6
"2011","Schwyz","Male","9 years",12
"2011","Schwyz","Male","10 years",7
"2011","Schwyz","Male","11 years",2
"2011","Schwyz","Male","12 years",4
"2011","Schwyz","Male","13 years",4
"2011","Schwyz","Male","14 years",7
"2011","Schwyz","Male","15 years",7
"2011","Schwyz","Male","16 years",4
"2011","Schwyz","Male","17 years",3
"2011","Schwyz","Male","18 years",7
"2011","Schwyz","Male","19 years",6
"2011","Schwyz","Male","20 years",5
"2011","Schwyz","Male","21 years",9
"2011","Schwyz","Male","22 years",8
"2011","Schwyz","Male","23 years",13
"2011","Schwyz","Male","24 years",14
"2011","Schwyz","Male","25 years",14
"2011","Schwyz","Male","26 years",8
"2011","Schwyz","Male","27 years",12
"2011","Schwyz","Male","28 years",18
"2011","Schwyz","Male","29 years",15
"2011","Schwyz","Male","30 years",15
"2011","Schwyz","Male","31 years",13
"2011","Schwyz","Male","32 years",21
"2011","Schwyz","Male","33 years",18
"2011","Schwyz","Male","34 years",9
"2011","Schwyz","Male","35 years",16
"2011","Schwyz","Male","36 years",16
"2011","Schwyz","Male","37 years",23
"2011","Schwyz","Male","38 years",19
"2011","Schwyz","Male","39 years",23
"2011","Schwyz","Male","40 years",15
"2011","Schwyz","Male","41 years",13
"2011","Schwyz","Male","42 years",11
"2011","Schwyz","Male","43 years",13
"2011","Schwyz","Male","44 years",17
"2011","Schwyz","Male","45 years",19
"2011","Schwyz","Male","46 years",13
"2011","Schwyz","Male","47 years",16
"2011","Schwyz","Male","48 years",7
"2011","Schwyz","Male","49 years",10
"2011","Schwyz","Male","50 years",14
"2011","Schwyz","Male","51 years",8
"2011","Schwyz","Male","52 years",10
"2011","Schwyz","Male","53 years",11
"2011","Schwyz","Male","54 years",16
"2011","Schwyz","Male","55 years",8
"2011","Schwyz","Male","56 years",11
"2011","Schwyz","Male","57 years",6
"2011","Schwyz","Male","58 years",5
"2011","Schwyz","Male","59 years",8
"2011","Schwyz","Male","60 years",15
"2011","Schwyz","Male","61 years",9
"2011","Schwyz","Male","62 years",6
"2011","Schwyz","Male","63 years",8
"2011","Schwyz","Male","64 years",8
"2011","Schwyz","Male","65 years",8
"2011","Schwyz","Male","66 years",5
"2011","Schwyz","Male","67 years",6
"2011","Schwyz","Male","68 years",1
"2011","Schwyz","Male","69 years",2
"2011","Schwyz","Male","70 years",5
"2011","Schwyz","Male","71 years",5
"2011","Schwyz","Male","72 years",1
"2011","Schwyz","Male","73 years",0
"2011","Schwyz","Male","74 years",0
"2011","Schwyz","Male","75 years",1
"2011","Schwyz","Male","76 years",0
"2011","Schwyz","Male","77 years",2
"2011","Schwyz","Male","78 years",1
"2011","Schwyz","Male","79 years",1
"2011","Schwyz","Male","80 years",1
"2011","Schwyz","Male","81 years",0
"2011","Schwyz","Male","82 years",0
"2011","Schwyz","Male","83 years",1
"2011","Schwyz","Male","84 years",1
"2011","Schwyz","Male","85 years",2
"2011","Schwyz","Male","86 years",0
"2011","Schwyz","Male","87 years",0
"2011","Schwyz","Male","88 years",1
"2011","Schwyz","Male","89 years",1
"2011","Schwyz","Male","90 years",0
"2011","Schwyz","Male","91 years",0
"2011","Schwyz","Male","92 years",0
"2011","Schwyz","Male","93 years",0
"2011","Schwyz","Male","94 years",0
"2011","Schwyz","Male","95 years",0
"2011","Schwyz","Male","96 years",0
"2011","Schwyz","Male","97 years",0
"2011","Schwyz","Male","98 years",0
"2011","Schwyz","Male","99 years",0
"2011","Schwyz","Male","100 years or older",0
"2011","Schwyz","Female","0 years",2
"2011","Schwyz","Female","1 year",5
"2011","Schwyz","Female","2 years",6
"2011","Schwyz","Female","3 years",9
"2011","Schwyz","Female","4 years",7
"2011","Schwyz","Female","5 years",6
"2011","Schwyz","Female","6 years",6
"2011","Schwyz","Female","7 years",7
"2011","Schwyz","Female","8 years",2
"2011","Schwyz","Female","9 years",6
"2011","Schwyz","Female","10 years",7
"2011","Schwyz","Female","11 years",3
"2011","Schwyz","Female","12 years",3
"2011","Schwyz","Female","13 years",5
"2011","Schwyz","Female","14 years",8
"2011","Schwyz","Female","15 years",5
"2011","Schwyz","Female","16 years",4
"2011","Schwyz","Female","17 years",2
"2011","Schwyz","Female","18 years",6
"2011","Schwyz","Female","19 years",8
"2011","Schwyz","Female","20 years",14
"2011","Schwyz","Female","21 years",5
"2011","Schwyz","Female","22 years",9
"2011","Schwyz","Female","23 years",5
"2011","Schwyz","Female","24 years",7
"2011","Schwyz","Female","25 years",7
"2011","Schwyz","Female","26 years",11
"2011","Schwyz","Female","27 years",14
"2011","Schwyz","Female","28 years",12
"2011","Schwyz","Female","29 years",16
"2011","Schwyz","Female","30 years",9
"2011","Schwyz","Female","31 years",12
"2011","Schwyz","Female","32 years",8
"2011","Schwyz","Female","33 years",21
"2011","Schwyz","Female","34 years",14
"2011","Schwyz","Female","35 years",8
"2011","Schwyz","Female","36 years",6
"2011","Schwyz","Female","37 years",5
"2011","Schwyz","Female","38 years",8
"2011","Schwyz","Female","39 years",6
"2011","Schwyz","Female","40 years",11
"2011","Schwyz","Female","41 years",12
"2011","Schwyz","Female","42 years",16
"2011","Schwyz","Female","43 years",6
"2011","Schwyz","Female","44 years",8
"2011","Schwyz","Female","45 years",8
"2011","Schwyz","Female","46 years",9
"2011","Schwyz","Female","47 years",6
"2011","Schwyz","Female","48 years",10
"2011","Schwyz","Female","49 years",9
"2011","Schwyz","Female","50 years",6
"2011","Schwyz","Female","51 years",10
"2011","Schwyz","Female","52 years",12
"2011","Schwyz","Female","53 years",8
"2011","Schwyz","Female","54 years",3
"2011","Schwyz","Female","55 years",6
"2011","Schwyz","Female","56 years",4
"2011","Schwyz","Female","57 years",3
"2011","Schwyz","Female","58 years",5
"2011","Schwyz","Female","59 years",3
"2011","Schwyz","Female","60 years",7
"2011","Schwyz","Female","61 years",2
"2011","Schwyz","Female","62 years",0
"2011","Schwyz","Female","63 years",4
"2011","Schwyz","Female","64 years",2
"2011","Schwyz","Female","65 years",6
"2011","Schwyz","Female","66 years",3
"2011","Schwyz","Female","67 years",3
"2011","Schwyz","Female","68 years",6
"2011","Schwyz","Female","69 years",2
"2011","Schwyz","Female","70 years",1
"2011","Schwyz","Female","71 years",2
"2011","Schwyz","Female","72 years",1
"2011","Schwyz","Female","73 years",1
"2011","Schwyz","Female","74 years",1
"2011","Schwyz","Female","75 years",1
"2011","Schwyz","Female","76 years",0
"2011","Schwyz","Female","77 years",0
"2011","Schwyz","Female","78 years",1
"2011","Schwyz","Female","79 years",0
"2011","Schwyz","Female","80 years",1
"2011","Schwyz","Female","81 years",0
"2011","Schwyz","Female","82 years",0
"2011","Schwyz","Female","83 years",1
"2011","Schwyz","Female","84 years",0
"2011","Schwyz","Female","85 years",1
"2011","Schwyz","Female","86 years",2
"2011","Schwyz","Female","87 years",1
"2011","Schwyz","Female","88 years",0
"2011","Schwyz","Female","89 years",0
"2011","Schwyz","Female","90 years",0
"2011","Schwyz","Female","91 years",0
"2011","Schwyz","Female","92 years",0
"2011","Schwyz","Female","93 years",0
"2011","Schwyz","Female","94 years",0
"2011","Schwyz","Female","95 years",0
"2011","Schwyz","Female","96 years",0
"2011","Schwyz","Female","97 years",0
"2011","Schwyz","Female","98 years",0
"2011","Schwyz","Female","99 years",0
"2011","Schwyz","Female","100 years or older",0
"2011","Obwalden","Male","0 years",2
"2011","Obwalden","Male","1 year",4
"2011","Obwalden","Male","2 years",2
"2011","Obwalden","Male","3 years",0
"2011","Obwalden","Male","4 years",1
"2011","Obwalden","Male","5 years",2
"2011","Obwalden","Male","6 years",3
"2011","Obwalden","Male","7 years",0
"2011","Obwalden","Male","8 years",1
"2011","Obwalden","Male","9 years",0
"2011","Obwalden","Male","10 years",1
"2011","Obwalden","Male","11 years",1
"2011","Obwalden","Male","12 years",2
"2011","Obwalden","Male","13 years",0
"2011","Obwalden","Male","14 years",0
"2011","Obwalden","Male","15 years",0
"2011","Obwalden","Male","16 years",0
"2011","Obwalden","Male","17 years",3
"2011","Obwalden","Male","18 years",1
"2011","Obwalden","Male","19 years",5
"2011","Obwalden","Male","20 years",2
"2011","Obwalden","Male","21 years",1
"2011","Obwalden","Male","22 years",5
"2011","Obwalden","Male","23 years",1
"2011","Obwalden","Male","24 years",3
"2011","Obwalden","Male","25 years",3
"2011","Obwalden","Male","26 years",4
"2011","Obwalden","Male","27 years",2
"2011","Obwalden","Male","28 years",3
"2011","Obwalden","Male","29 years",7
"2011","Obwalden","Male","30 years",5
"2011","Obwalden","Male","31 years",5
"2011","Obwalden","Male","32 years",0
"2011","Obwalden","Male","33 years",1
"2011","Obwalden","Male","34 years",3
"2011","Obwalden","Male","35 years",2
"2011","Obwalden","Male","36 years",2
"2011","Obwalden","Male","37 years",2
"2011","Obwalden","Male","38 years",1
"2011","Obwalden","Male","39 years",2
"2011","Obwalden","Male","40 years",4
"2011","Obwalden","Male","41 years",2
"2011","Obwalden","Male","42 years",2
"2011","Obwalden","Male","43 years",3
"2011","Obwalden","Male","44 years",1
"2011","Obwalden","Male","45 years",6
"2011","Obwalden","Male","46 years",2
"2011","Obwalden","Male","47 years",1
"2011","Obwalden","Male","48 years",1
"2011","Obwalden","Male","49 years",2
"2011","Obwalden","Male","50 years",1
"2011","Obwalden","Male","51 years",3
"2011","Obwalden","Male","52 years",1
"2011","Obwalden","Male","53 years",2
"2011","Obwalden","Male","54 years",1
"2011","Obwalden","Male","55 years",0
"2011","Obwalden","Male","56 years",4
"2011","Obwalden","Male","57 years",3
"2011","Obwalden","Male","58 years",0
"2011","Obwalden","Male","59 years",1
"2011","Obwalden","Male","60 years",1
"2011","Obwalden","Male","61 years",2
"2011","Obwalden","Male","62 years",0
"2011","Obwalden","Male","63 years",1
"2011","Obwalden","Male","64 years",2
"2011","Obwalden","Male","65 years",0
"2011","Obwalden","Male","66 years",1
"2011","Obwalden","Male","67 years",1
"2011","Obwalden","Male","68 years",0
"2011","Obwalden","Male","69 years",1
"2011","Obwalden","Male","70 years",0
"2011","Obwalden","Male","71 years",1
"2011","Obwalden","Male","72 years",0
"2011","Obwalden","Male","73 years",1
"2011","Obwalden","Male","74 years",0
"2011","Obwalden","Male","75 years",0
"2011","Obwalden","Male","76 years",0
"2011","Obwalden","Male","77 years",0
"2011","Obwalden","Male","78 years",0
"2011","Obwalden","Male","79 years",0
"2011","Obwalden","Male","80 years",0
"2011","Obwalden","Male","81 years",0
"2011","Obwalden","Male","82 years",0
"2011","Obwalden","Male","83 years",0
"2011","Obwalden","Male","84 years",0
"2011","Obwalden","Male","85 years",0
"2011","Obwalden","Male","86 years",0
"2011","Obwalden","Male","87 years",0
"2011","Obwalden","Male","88 years",0
"2011","Obwalden","Male","89 years",0
"2011","Obwalden","Male","90 years",0
"2011","Obwalden","Male","91 years",0
"2011","Obwalden","Male","92 years",0
"2011","Obwalden","Male","93 years",0
"2011","Obwalden","Male","94 years",1
"2011","Obwalden","Male","95 years",0
"2011","Obwalden","Male","96 years",0
"2011","Obwalden","Male","97 years",0
"2011","Obwalden","Male","98 years",0
"2011","Obwalden","Male","99 years",0
"2011","Obwalden","Male","100 years or older",0
"2011","Obwalden","Female","0 years",0
"2011","Obwalden","Female","1 year",2
"2011","Obwalden","Female","2 years",1
"2011","Obwalden","Female","3 years",3
"2011","Obwalden","Female","4 years",4
"2011","Obwalden","Female","5 years",2
"2011","Obwalden","Female","6 years",2
"2011","Obwalden","Female","7 years",1
"2011","Obwalden","Female","8 years",1
"2011","Obwalden","Female","9 years",1
"2011","Obwalden","Female","10 years",1
"2011","Obwalden","Female","11 years",0
"2011","Obwalden","Female","12 years",1
"2011","Obwalden","Female","13 years",0
"2011","Obwalden","Female","14 years",0
"2011","Obwalden","Female","15 years",1
"2011","Obwalden","Female","16 years",1
"2011","Obwalden","Female","17 years",0
"2011","Obwalden","Female","18 years",1
"2011","Obwalden","Female","19 years",1
"2011","Obwalden","Female","20 years",1
"2011","Obwalden","Female","21 years",2
"2011","Obwalden","Female","22 years",0
"2011","Obwalden","Female","23 years",4
"2011","Obwalden","Female","24 years",4
"2011","Obwalden","Female","25 years",5
"2011","Obwalden","Female","26 years",3
"2011","Obwalden","Female","27 years",2
"2011","Obwalden","Female","28 years",2
"2011","Obwalden","Female","29 years",1
"2011","Obwalden","Female","30 years",4
"2011","Obwalden","Female","31 years",2
