Year,Canton,Age Group,marriages
1985,Appenzell Ausserrhoden,70-79,1
1985,Appenzell Ausserrhoden,80-89,0
1985,Appenzell Innerrhoden,10-19,0
1985,Appenzell Innerrhoden,20-29,47
1985,Appenzell Innerrhoden,30-39,6
1985,Appenzell Innerrhoden,40-49,1
1985,Appenzell Innerrhoden,50-59,0
1985,Appenzell Innerrhoden,60-69,0
1985,Appenzell Innerrhoden,70-79,1
1985,Appenzell Innerrhoden,80-89,0
1985,Basel-Landschaft,10-19,2
1985,Basel-Landschaft,20-29,671
1985,Basel-Landschaft,30-39,176
1985,Basel-Landschaft,40-49,31
1985,Basel-Landschaft,50-59,8
1985,Basel-Landschaft,60-69,2
1985,Basel-Landschaft,70-79,2
1985,Basel-Landschaft,80-89,0
1985,Basel-Stadt,10-19,1
1985,Basel-Stadt,20-29,425
1985,Basel-Stadt,30-39,141
1985,Basel-Stadt,40-49,34
1985,Basel-Stadt,50-59,16
1985,Basel-Stadt,60-69,1
1985,Basel-Stadt,70-79,0
1985,Basel-Stadt,80-89,0
1985,Bern / Berne,10-19,5
1985,Bern / Berne,20-29,2912
1985,Bern / Berne,30-39,636
1985,Bern / Berne,40-49,93
1985,Bern / Berne,50-59,24
1985,Bern / Berne,60-69,10
1985,Bern / Berne,70-79,1
1985,Bern / Berne,80-89,0
1985,Fribourg / Freiburg,10-19,2
1985,Fribourg / Freiburg,20-29,687
1985,Fribourg / Freiburg,30-39,98
1985,Fribourg / Freiburg,40-49,17
1985,Fribourg / Freiburg,50-59,5
1985,Fribourg / Freiburg,60-69,1
1985,Fribourg / Freiburg,70-79,0
1985,Fribourg / Freiburg,80-89,0
1985,Genève,10-19,1
1985,Genève,20-29,851
1985,Genève,30-39,261
1985,Genève,40-49,67
1985,Genève,50-59,23
1985,Genève,60-69,3
1985,Genève,70-79,3
1985,Genève,80-89,0
1985,Glarus,10-19,0
1985,Glarus,20-29,95
1985,Glarus,30-39,19
1985,Glarus,40-49,3
1985,Glarus,50-59,3
1985,Glarus,60-69,0
1985,Glarus,70-79,0
1985,Glarus,80-89,0
1985,Graubünden / Grigioni / Grischun,10-19,2
1985,Graubünden / Grigioni / Grischun,20-29,588
1985,Graubünden / Grigioni / Grischun,30-39,105
1985,Graubünden / Grigioni / Grischun,40-49,11
1985,Graubünden / Grigioni / Grischun,50-59,6
1985,Graubünden / Grigioni / Grischun,60-69,0
1985,Graubünden / Grigioni / Grischun,70-79,0
1985,Graubünden / Grigioni / Grischun,80-89,0
1985,Jura,10-19,0
1985,Jura,20-29,211
1985,Jura,30-39,27
1985,Jura,40-49,3
1985,Jura,50-59,1
1985,Jura,60-69,0
1985,Jura,70-79,0
1985,Jura,80-89,1
1985,Luzern,10-19,1
1985,Luzern,20-29,983
1985,Luzern,30-39,168
1985,Luzern,40-49,19
1985,Luzern,50-59,11
1985,Luzern,60-69,4
1985,Luzern,70-79,2
1985,Luzern,80-89,0
1985,Neuchâtel,10-19,0
1985,Neuchâtel,20-29,430
1985,Neuchâtel,30-39,71
1985,Neuchâtel,40-49,20
1985,Neuchâtel,50-59,5
1985,Neuchâtel,60-69,1
1985,Neuchâtel,70-79,0
1985,Neuchâtel,80-89,0
1985,Nidwalden,10-19,0
1985,Nidwalden,20-29,111
1985,Nidwalden,30-39,38
1985,Nidwalden,40-49,2
1985,Nidwalden,50-59,1
1985,Nidwalden,60-69,1
1985,Nidwalden,70-79,0
1985,Nidwalden,80-89,0
1985,Obwalden,10-19,0
1985,Obwalden,20-29,85
1985,Obwalden,30-39,25
1985,Obwalden,40-49,1
1985,Obwalden,50-59,0
1985,Obwalden,60-69,0
1985,Obwalden,70-79,0
1985,Obwalden,80-89,0
1985,Schaffhausen,10-19,1
1985,Schaffhausen,20-29,213
1985,Schaffhausen,30-39,46
1985,Schaffhausen,40-49,4
1985,Schaffhausen,50-59,1
1985,Schaffhausen,60-69,2
1985,Schaffhausen,70-79,0
1985,Schaffhausen,80-89,0
1985,Schwyz,10-19,2
1985,Schwyz,20-29,322
1985,Schwyz,30-39,52
1985,Schwyz,40-49,12
1985,Schwyz,50-59,3
1985,Schwyz,60-69,1
1985,Schwyz,70-79,0
1985,Schwyz,80-89,2
1985,Solothurn,10-19,0
1985,Solothurn,20-29,669
1985,Solothurn,30-39,132
1985,Solothurn,40-49,24
1985,Solothurn,50-59,5
1985,Solothurn,60-69,3
1985,Solothurn,70-79,0
1985,Solothurn,80-89,0
1985,St. Gallen,10-19,4
1985,St. Gallen,20-29,1397
1985,St. Gallen,30-39,189
1985,St. Gallen,40-49,42
1985,St. Gallen,50-59,13
1985,St. Gallen,60-69,3
1985,St. Gallen,70-79,1
1985,St. Gallen,80-89,0
1985,Thurgau,10-19,1
1985,Thurgau,20-29,607
1985,Thurgau,30-39,95
1985,Thurgau,40-49,15
1985,Thurgau,50-59,7
1985,Thurgau,60-69,2
1985,Thurgau,70-79,1
1985,Thurgau,80-89,0
1985,Ticino,10-19,3
1985,Ticino,20-29,641
1985,Ticino,30-39,157
1985,Ticino,40-49,25
1985,Ticino,50-59,9
1985,Ticino,60-69,3
1985,Ticino,70-79,0
1985,Ticino,80-89,0
1985,Uri,10-19,0
1985,Uri,20-29,133
1985,Uri,30-39,13
1985,Uri,40-49,1
1985,Uri,50-59,3
1985,Uri,60-69,0
1985,Uri,70-79,0
1985,Uri,80-89,0
1985,Valais / Wallis,10-19,1
1985,Valais / Wallis,20-29,893
1985,Valais / Wallis,30-39,87
1985,Valais / Wallis,40-49,17
1985,Valais / Wallis,50-59,4
1985,Valais / Wallis,60-69,0
1985,Valais / Wallis,70-79,2
1985,Valais / Wallis,80-89,0
1985,Vaud,10-19,3
1985,Vaud,20-29,1472
1985,Vaud,30-39,352
1985,Vaud,40-49,73
1985,Vaud,50-59,26
1985,Vaud,60-69,9
1985,Vaud,70-79,3
1985,Vaud,80-89,1
1985,Zug,10-19,0
1985,Zug,20-29,247
1985,Zug,30-39,70
1985,Zug,40-49,9
1985,Zug,50-59,3
1985,Zug,60-69,2
1985,Zug,70-79,0
1985,Zug,80-89,0
1985,Zürich,10-19,4
1985,Zürich,20-29,2993
1985,Zürich,30-39,1006
1985,Zürich,40-49,187
1985,Zürich,50-59,56
1985,Zürich,60-69,20
1985,Zürich,70-79,4
1985,Zürich,80-89,0
1986,Aargau,10-19,2
1986,Aargau,20-29,1419
1986,Aargau,30-39,354
1986,Aargau,40-49,71
1986,Aargau,50-59,25
1986,Aargau,60-69,4
1986,Aargau,70-79,1
1986,Aargau,80-89,0
1986,Appenzell Ausserrhoden,10-19,0
1986,Appenzell Ausserrhoden,20-29,163
1986,Appenzell Ausserrhoden,30-39,29
1986,Appenzell Ausserrhoden,40-49,7
1986,Appenzell Ausserrhoden,50-59,3
1986,Appenzell Ausserrhoden,60-69,0
1986,Appenzell Ausserrhoden,70-79,0
1986,Appenzell Ausserrhoden,80-89,0
1986,Appenzell Innerrhoden,10-19,1
1986,Appenzell Innerrhoden,20-29,45
1986,Appenzell Innerrhoden,30-39,6
1986,Appenzell Innerrhoden,40-49,1
1986,Appenzell Innerrhoden,50-59,2
1986,Appenzell Innerrhoden,60-69,0
1986,Appenzell Innerrhoden,70-79,0
1986,Appenzell Innerrhoden,80-89,0
1986,Basel-Landschaft,10-19,1
1986,Basel-Landschaft,20-29,727
1986,Basel-Landschaft,30-39,197
1986,Basel-Landschaft,40-49,32
1986,Basel-Landschaft,50-59,9
1986,Basel-Landschaft,60-69,1
1986,Basel-Landschaft,70-79,0
1986,Basel-Landschaft,80-89,0
1986,Basel-Stadt,10-19,2
1986,Basel-Stadt,20-29,436
1986,Basel-Stadt,30-39,178
1986,Basel-Stadt,40-49,40
1986,Basel-Stadt,50-59,19
1986,Basel-Stadt,60-69,6
1986,Basel-Stadt,70-79,0
1986,Basel-Stadt,80-89,0
1986,Bern / Berne,10-19,3
1986,Bern / Berne,20-29,2683
1986,Bern / Berne,30-39,588
1986,Bern / Berne,40-49,95
1986,Bern / Berne,50-59,34
1986,Bern / Berne,60-69,9
1986,Bern / Berne,70-79,4
1986,Bern / Berne,80-89,0
1986,Fribourg / Freiburg,10-19,1
1986,Fribourg / Freiburg,20-29,735
1986,Fribourg / Freiburg,30-39,89
1986,Fribourg / Freiburg,40-49,13
1986,Fribourg / Freiburg,50-59,4
1986,Fribourg / Freiburg,60-69,3
1986,Fribourg / Freiburg,70-79,0
1986,Fribourg / Freiburg,80-89,0
1986,Genève,10-19,1
1986,Genève,20-29,906
1986,Genève,30-39,318
1986,Genève,40-49,75
1986,Genève,50-59,33
1986,Genève,60-69,1
1986,Genève,70-79,1
1986,Genève,80-89,0
1986,Glarus,10-19,0
1986,Glarus,20-29,101
1986,Glarus,30-39,15
1986,Glarus,40-49,1
1986,Glarus,50-59,1
1986,Glarus,60-69,0
1986,Glarus,70-79,0
1986,Glarus,80-89,0
1986,Graubünden / Grigioni / Grischun,10-19,0
1986,Graubünden / Grigioni / Grischun,20-29,572
1986,Graubünden / Grigioni / Grischun,30-39,114
1986,Graubünden / Grigioni / Grischun,40-49,11
1986,Graubünden / Grigioni / Grischun,50-59,5
1986,Graubünden / Grigioni / Grischun,60-69,1
1986,Graubünden / Grigioni / Grischun,70-79,0
1986,Graubünden / Grigioni / Grischun,80-89,0
1986,Jura,10-19,1
1986,Jura,20-29,199
1986,Jura,30-39,25
1986,Jura,40-49,4
1986,Jura,50-59,0
1986,Jura,60-69,0
1986,Jura,70-79,0
1986,Jura,80-89,0
1986,Luzern,10-19,1
1986,Luzern,20-29,1000
1986,Luzern,30-39,196
1986,Luzern,40-49,32
1986,Luzern,50-59,12
1986,Luzern,60-69,3
1986,Luzern,70-79,0
1986,Luzern,80-89,0
1986,Neuchâtel,10-19,2
1986,Neuchâtel,20-29,445
1986,Neuchâtel,30-39,102
1986,Neuchâtel,40-49,24
1986,Neuchâtel,50-59,12
1986,Neuchâtel,60-69,6
1986,Neuchâtel,70-79,0
1986,Neuchâtel,80-89,0
1986,Nidwalden,10-19,0
1986,Nidwalden,20-29,114
1986,Nidwalden,30-39,42
1986,Nidwalden,40-49,7
1986,Nidwalden,50-59,0
1986,Nidwalden,60-69,1
1986,Nidwalden,70-79,0
1986,Nidwalden,80-89,0
1986,Obwalden,10-19,0
1986,Obwalden,20-29,93
1986,Obwalden,30-39,13
1986,Obwalden,40-49,1
1986,Obwalden,50-59,1
1986,Obwalden,60-69,0
1986,Obwalden,70-79,0
1986,Obwalden,80-89,0
1986,Schaffhausen,10-19,1
1986,Schaffhausen,20-29,221
1986,Schaffhausen,30-39,48
1986,Schaffhausen,40-49,9
1986,Schaffhausen,50-59,5
1986,Schaffhausen,60-69,3
1986,Schaffhausen,70-79,0
1986,Schaffhausen,80-89,0
1986,Schwyz,10-19,0
1986,Schwyz,20-29,385
1986,Schwyz,30-39,53
1986,Schwyz,40-49,4
1986,Schwyz,50-59,3
1986,Schwyz,60-69,2
1986,Schwyz,70-79,1
1986,Schwyz,80-89,0
1986,Solothurn,10-19,2
1986,Solothurn,20-29,668
1986,Solothurn,30-39,200
1986,Solothurn,40-49,41
1986,Solothurn,50-59,8
1986,Solothurn,60-69,2
1986,Solothurn,70-79,0
1986,Solothurn,80-89,0
1986,St. Gallen,10-19,2
1986,St. Gallen,20-29,1327
1986,St. Gallen,30-39,190
1986,St. Gallen,40-49,57
1986,St. Gallen,50-59,12
1986,St. Gallen,60-69,4
1986,St. Gallen,70-79,1
1986,St. Gallen,80-89,0
1986,Thurgau,10-19,2
1986,Thurgau,20-29,601
1986,Thurgau,30-39,121
1986,Thurgau,40-49,23
1986,Thurgau,50-59,4
1986,Thurgau,60-69,2
1986,Thurgau,70-79,3
1986,Thurgau,80-89,0
1986,Ticino,10-19,1
1986,Ticino,20-29,672
1986,Ticino,30-39,163
1986,Ticino,40-49,23
1986,Ticino,50-59,13
1986,Ticino,60-69,1
1986,Ticino,70-79,0
1986,Ticino,80-89,0
1986,Uri,10-19,0
1986,Uri,20-29,104
1986,Uri,30-39,12
1986,Uri,40-49,1
1986,Uri,50-59,0
1986,Uri,60-69,0
1986,Uri,70-79,0
1986,Uri,80-89,0
1986,Valais / Wallis,10-19,1
1986,Valais / Wallis,20-29,935
1986,Valais / Wallis,30-39,109
1986,Valais / Wallis,40-49,18
1986,Valais / Wallis,50-59,7
1986,Valais / Wallis,60-69,3
1986,Valais / Wallis,70-79,0
1986,Valais / Wallis,80-89,0
1986,Vaud,10-19,4
1986,Vaud,20-29,1541
1986,Vaud,30-39,384
1986,Vaud,40-49,91
1986,Vaud,50-59,37
1986,Vaud,60-69,8
1986,Vaud,70-79,0
1986,Vaud,80-89,1
1986,Zug,10-19,1
1986,Zug,20-29,241
1986,Zug,30-39,75
1986,Zug,40-49,10
1986,Zug,50-59,0
1986,Zug,60-69,0
1986,Zug,70-79,0
1986,Zug,80-89,0
1986,Zürich,10-19,9
1986,Zürich,20-29,3047
1986,Zürich,30-39,1084
1986,Zürich,40-49,180
1986,Zürich,50-59,59
1986,Zürich,60-69,13
1986,Zürich,70-79,2
1986,Zürich,80-89,0
1987,Aargau,10-19,3
1987,Aargau,20-29,1464
1987,Aargau,30-39,455
1987,Aargau,40-49,69
1987,Aargau,50-59,14
1987,Aargau,60-69,3
1987,Aargau,70-79,0
1987,Aargau,80-89,0
1987,Appenzell Ausserrhoden,10-19,0
1987,Appenzell Ausserrhoden,20-29,144
1987,Appenzell Ausserrhoden,30-39,33
1987,Appenzell Ausserrhoden,40-49,6
1987,Appenzell Ausserrhoden,50-59,3
1987,Appenzell Ausserrhoden,60-69,1
1987,Appenzell Ausserrhoden,70-79,0
1987,Appenzell Ausserrhoden,80-89,0
1987,Appenzell Innerrhoden,10-19,0
1987,Appenzell Innerrhoden,20-29,47
1987,Appenzell Innerrhoden,30-39,10
1987,Appenzell Innerrhoden,40-49,1
1987,Appenzell Innerrhoden,50-59,0
1987,Appenzell Innerrhoden,60-69,1
1987,Appenzell Innerrhoden,70-79,0
1987,Appenzell Innerrhoden,80-89,0
1987,Basel-Landschaft,10-19,0
1987,Basel-Landschaft,20-29,812
1987,Basel-Landschaft,30-39,216
1987,Basel-Landschaft,40-49,44
1987,Basel-Landschaft,50-59,13
1987,Basel-Landschaft,60-69,2
1987,Basel-Landschaft,70-79,1
1987,Basel-Landschaft,80-89,0
1987,Basel-Stadt,10-19,0
1987,Basel-Stadt,20-29,450
1987,Basel-Stadt,30-39,206
1987,Basel-Stadt,40-49,45
1987,Basel-Stadt,50-59,22
1987,Basel-Stadt,60-69,5
1987,Basel-Stadt,70-79,0
1987,Basel-Stadt,80-89,0
1987,Bern / Berne,10-19,4
1987,Bern / Berne,20-29,2758
1987,Bern / Berne,30-39,720
1987,Bern / Berne,40-49,128
1987,Bern / Berne,50-59,32
1987,Bern / Berne,60-69,8
1987,Bern / Berne,70-79,3
1987,Bern / Berne,80-89,0
1987,Fribourg / Freiburg,10-19,2
1987,Fribourg / Freiburg,20-29,788
1987,Fribourg / Freiburg,30-39,120
1987,Fribourg / Freiburg,40-49,24
1987,Fribourg / Freiburg,50-59,1
1987,Fribourg / Freiburg,60-69,1
1987,Fribourg / Freiburg,70-79,0
1987,Fribourg / Freiburg,80-89,0
1987,Genève,10-19,0
1987,Genève,20-29,902
1987,Genève,30-39,339
1987,Genève,40-49,84
1987,Genève,50-59,29
1987,Genève,60-69,9
1987,Genève,70-79,2
1987,Genève,80-89,1
1987,Glarus,10-19,0
1987,Glarus,20-29,123
1987,Glarus,30-39,19
1987,Glarus,40-49,9
1987,Glarus,50-59,0
1987,Glarus,60-69,0
1987,Glarus,70-79,0
1987,Glarus,80-89,0
1987,Graubünden / Grigioni / Grischun,10-19,1
1987,Graubünden / Grigioni / Grischun,20-29,576
1987,Graubünden / Grigioni / Grischun,30-39,141
1987,Graubünden / Grigioni / Grischun,40-49,35
1987,Graubünden / Grigioni / Grischun,50-59,3
1987,Graubünden / Grigioni / Grischun,60-69,1
1987,Graubünden / Grigioni / Grischun,70-79,0
1987,Graubünden / Grigioni / Grischun,80-89,0
1987,Jura,10-19,0
1987,Jura,20-29,225
1987,Jura,30-39,34
1987,Jura,40-49,6
1987,Jura,50-59,0
1987,Jura,60-69,0
1987,Jura,70-79,1
1987,Jura,80-89,0
1987,Luzern,10-19,0
1987,Luzern,20-29,1000
1987,Luzern,30-39,211
1987,Luzern,40-49,24
1987,Luzern,50-59,13
1987,Luzern,60-69,3
1987,Luzern,70-79,0
1987,Luzern,80-89,0
1987,Neuchâtel,10-19,0
1987,Neuchâtel,20-29,515
1987,Neuchâtel,30-39,108
1987,Neuchâtel,40-49,30
1987,Neuchâtel,50-59,14
1987,Neuchâtel,60-69,2
1987,Neuchâtel,70-79,0
1987,Neuchâtel,80-89,0
1987,Nidwalden,10-19,0
1987,Nidwalden,20-29,120
1987,Nidwalden,30-39,32
1987,Nidwalden,40-49,6
1987,Nidwalden,50-59,1
1987,Nidwalden,60-69,0
1987,Nidwalden,70-79,0
1987,Nidwalden,80-89,0
1987,Obwalden,10-19,0
1987,Obwalden,20-29,104
1987,Obwalden,30-39,17
1987,Obwalden,40-49,2
1987,Obwalden,50-59,0
1987,Obwalden,60-69,1
1987,Obwalden,70-79,0
1987,Obwalden,80-89,0
1987,Schaffhausen,10-19,0
1987,Schaffhausen,20-29,217
1987,Schaffhausen,30-39,39
1987,Schaffhausen,40-49,16
1987,Schaffhausen,50-59,4
1987,Schaffhausen,60-69,0
1987,Schaffhausen,70-79,1
1987,Schaffhausen,80-89,1
1987,Schwyz,10-19,0
1987,Schwyz,20-29,377
1987,Schwyz,30-39,67
1987,Schwyz,40-49,10
1987,Schwyz,50-59,3
1987,Schwyz,60-69,2
1987,Schwyz,70-79,0
1987,Schwyz,80-89,0
1987,Solothurn,10-19,0
1987,Solothurn,20-29,750
1987,Solothurn,30-39,183
1987,Solothurn,40-49,33
1987,Solothurn,50-59,10
1987,Solothurn,60-69,5
1987,Solothurn,70-79,1
1987,Solothurn,80-89,0
1987,St. Gallen,10-19,1
1987,St. Gallen,20-29,1428
1987,St. Gallen,30-39,238
1987,St. Gallen,40-49,50
1987,St. Gallen,50-59,11
1987,St. Gallen,60-69,3
1987,St. Gallen,70-79,0
1987,St. Gallen,80-89,0
1987,Thurgau,10-19,0
1987,Thurgau,20-29,638
1987,Thurgau,30-39,119
1987,Thurgau,40-49,34
1987,Thurgau,50-59,7
1987,Thurgau,60-69,3
1987,Thurgau,70-79,1
1987,Thurgau,80-89,1
1987,Ticino,10-19,0
1987,Ticino,20-29,636
1987,Ticino,30-39,192
1987,Ticino,40-49,38
1987,Ticino,50-59,10
1987,Ticino,60-69,0
1987,Ticino,70-79,1
1987,Ticino,80-89,0
1987,Uri,10-19,0
1987,Uri,20-29,113
1987,Uri,30-39,21
1987,Uri,40-49,0
1987,Uri,50-59,1
1987,Uri,60-69,0
1987,Uri,70-79,0
1987,Uri,80-89,0
1987,Valais / Wallis,10-19,3
1987,Valais / Wallis,20-29,990
1987,Valais / Wallis,30-39,103
1987,Valais / Wallis,40-49,26
1987,Valais / Wallis,50-59,5
1987,Valais / Wallis,60-69,2
1987,Valais / Wallis,70-79,0
1987,Valais / Wallis,80-89,0
1987,Vaud,10-19,0
1987,Vaud,20-29,1689
1987,Vaud,30-39,462
1987,Vaud,40-49,104
1987,Vaud,50-59,40
1987,Vaud,60-69,9
1987,Vaud,70-79,0
1987,Vaud,80-89,0
1987,Zug,10-19,0
1987,Zug,20-29,246
1987,Zug,30-39,85
1987,Zug,40-49,15
1987,Zug,50-59,4
1987,Zug,60-69,0
1987,Zug,70-79,0
1987,Zug,80-89,0
1987,Zürich,10-19,6
1987,Zürich,20-29,3174
1987,Zürich,30-39,1071
1987,Zürich,40-49,236
1987,Zürich,50-59,75
1987,Zürich,60-69,9
1987,Zürich,70-79,4
1987,Zürich,80-89,0
1988,Aargau,10-19,4
1988,Aargau,20-29,1535
1988,Aargau,30-39,487
1988,Aargau,40-49,92
1988,Aargau,50-59,23
1988,Aargau,60-69,6
1988,Aargau,70-79,1
1988,Aargau,80-89,0
1988,Appenzell Ausserrhoden,10-19,0
1988,Appenzell Ausserrhoden,20-29,155
1988,Appenzell Ausserrhoden,30-39,29
1988,Appenzell Ausserrhoden,40-49,3
1988,Appenzell Ausserrhoden,50-59,0
1988,Appenzell Ausserrhoden,60-69,0
1988,Appenzell Ausserrhoden,70-79,1
1988,Appenzell Ausserrhoden,80-89,1
1988,Appenzell Innerrhoden,10-19,0
1988,Appenzell Innerrhoden,20-29,56
1988,Appenzell Innerrhoden,30-39,4
1988,Appenzell Innerrhoden,40-49,1
1988,Appenzell Innerrhoden,50-59,0
1988,Appenzell Innerrhoden,60-69,1
1988,Appenzell Innerrhoden,70-79,0
1988,Appenzell Innerrhoden,80-89,0
1988,Basel-Landschaft,10-19,0
1988,Basel-Landschaft,20-29,814
1988,Basel-Landschaft,30-39,261
1988,Basel-Landschaft,40-49,61
1988,Basel-Landschaft,50-59,20
1988,Basel-Landschaft,60-69,2
1988,Basel-Landschaft,70-79,1
1988,Basel-Landschaft,80-89,0
1988,Basel-Stadt,10-19,0
1988,Basel-Stadt,20-29,495
1988,Basel-Stadt,30-39,203
1988,Basel-Stadt,40-49,59
1988,Basel-Stadt,50-59,19
1988,Basel-Stadt,60-69,3
1988,Basel-Stadt,70-79,0
1988,Basel-Stadt,80-89,0
1988,Bern / Berne,10-19,4
1988,Bern / Berne,20-29,2856
1988,Bern / Berne,30-39,788
1988,Bern / Berne,40-49,142
1988,Bern / Berne,50-59,49
1988,Bern / Berne,60-69,4
1988,Bern / Berne,70-79,1
1988,Bern / Berne,80-89,0
1988,Fribourg / Freiburg,10-19,1
1988,Fribourg / Freiburg,20-29,800
1988,Fribourg / Freiburg,30-39,126
1988,Fribourg / Freiburg,40-49,23
1988,Fribourg / Freiburg,50-59,6
1988,Fribourg / Freiburg,60-69,1
1988,Fribourg / Freiburg,70-79,0
1988,Fribourg / Freiburg,80-89,0
1988,Genève,10-19,0
1988,Genève,20-29,854
1988,Genève,30-39,367
1988,Genève,40-49,86
1988,Genève,50-59,18
1988,Genève,60-69,13
1988,Genève,70-79,0
1988,Genève,80-89,0
1988,Glarus,10-19,0
1988,Glarus,20-29,129
1988,Glarus,30-39,22
1988,Glarus,40-49,3
1988,Glarus,50-59,4
1988,Glarus,60-69,0
1988,Glarus,70-79,0
1988,Glarus,80-89,0
1988,Graubünden / Grigioni / Grischun,10-19,1
1988,Graubünden / Grigioni / Grischun,20-29,649
1988,Graubünden / Grigioni / Grischun,30-39,156
1988,Graubünden / Grigioni / Grischun,40-49,18
1988,Graubünden / Grigioni / Grischun,50-59,4
1988,Graubünden / Grigioni / Grischun,60-69,1
1988,Graubünden / Grigioni / Grischun,70-79,0
1988,Graubünden / Grigioni / Grischun,80-89,0
1988,Jura,10-19,1
1988,Jura,20-29,243
1988,Jura,30-39,32
1988,Jura,40-49,3
1988,Jura,50-59,4
1988,Jura,60-69,0
1988,Jura,70-79,0
1988,Jura,80-89,0
1988,Luzern,10-19,0
1988,Luzern,20-29,991
1988,Luzern,30-39,227
1988,Luzern,40-49,32
1988,Luzern,50-59,10
1988,Luzern,60-69,2
1988,Luzern,70-79,1
1988,Luzern,80-89,0
1988,Neuchâtel,10-19,1
1988,Neuchâtel,20-29,543
1988,Neuchâtel,30-39,134
1988,Neuchâtel,40-49,46
1988,Neuchâtel,50-59,20
1988,Neuchâtel,60-69,0
1988,Neuchâtel,70-79,0
1988,Neuchâtel,80-89,0
1988,Nidwalden,10-19,0
1988,Nidwalden,20-29,123
1988,Nidwalden,30-39,33
1988,Nidwalden,40-49,7
1988,Nidwalden,50-59,2
1988,Nidwalden,60-69,0
1988,Nidwalden,70-79,0
1988,Nidwalden,80-89,0
1988,Obwalden,10-19,0
1988,Obwalden,20-29,114
1988,Obwalden,30-39,22
1988,Obwalden,40-49,2
1988,Obwalden,50-59,0
1988,Obwalden,60-69,0
1988,Obwalden,70-79,0
1988,Obwalden,80-89,0
1988,Schaffhausen,10-19,0
1988,Schaffhausen,20-29,213
1988,Schaffhausen,30-39,56
1988,Schaffhausen,40-49,15
1988,Schaffhausen,50-59,7
1988,Schaffhausen,60-69,0
1988,Schaffhausen,70-79,1
1988,Schaffhausen,80-89,0
1988,Schwyz,10-19,1
1988,Schwyz,20-29,358
1988,Schwyz,30-39,83
1988,Schwyz,40-49,15
1988,Schwyz,50-59,2
1988,Schwyz,60-69,0
1988,Schwyz,70-79,0
1988,Schwyz,80-89,0
1988,Solothurn,10-19,1
1988,Solothurn,20-29,709
1988,Solothurn,30-39,198
1988,Solothurn,40-49,33
1988,Solothurn,50-59,14
1988,Solothurn,60-69,4
1988,Solothurn,70-79,2
1988,Solothurn,80-89,0
1988,St. Gallen,10-19,4
1988,St. Gallen,20-29,1414
1988,St. Gallen,30-39,260
1988,St. Gallen,40-49,42
1988,St. Gallen,50-59,14
1988,St. Gallen,60-69,3
1988,St. Gallen,70-79,0
1988,St. Gallen,80-89,0
1988,Thurgau,10-19,2
1988,Thurgau,20-29,686
1988,Thurgau,30-39,143
1988,Thurgau,40-49,30
1988,Thurgau,50-59,14
1988,Thurgau,60-69,1
1988,Thurgau,70-79,1
1988,Thurgau,80-89,0
1988,Ticino,10-19,0
1988,Ticino,20-29,714
1988,Ticino,30-39,211
1988,Ticino,40-49,47
1988,Ticino,50-59,12
1988,Ticino,60-69,2
1988,Ticino,70-79,0
1988,Ticino,80-89,0
1988,Uri,10-19,0
1988,Uri,20-29,104
1988,Uri,30-39,26
1988,Uri,40-49,2
1988,Uri,50-59,1
1988,Uri,60-69,0
1988,Uri,70-79,0
1988,Uri,80-89,0
1988,Valais / Wallis,10-19,1
1988,Valais / Wallis,20-29,1037
1988,Valais / Wallis,30-39,118
1988,Valais / Wallis,40-49,24
1988,Valais / Wallis,50-59,9
1988,Valais / Wallis,60-69,1
1988,Valais / Wallis,70-79,0
1988,Valais / Wallis,80-89,0
1988,Vaud,10-19,2
1988,Vaud,20-29,1770
1988,Vaud,30-39,481
1988,Vaud,40-49,125
1988,Vaud,50-59,40
1988,Vaud,60-69,9
1988,Vaud,70-79,2
1988,Vaud,80-89,0
1988,Zug,10-19,0
1988,Zug,20-29,295
1988,Zug,30-39,101
1988,Zug,40-49,20
1988,Zug,50-59,1
1988,Zug,60-69,3
1988,Zug,70-79,2
1988,Zug,80-89,0
1988,Zürich,10-19,9
1988,Zürich,20-29,3270
1988,Zürich,30-39,1331
1988,Zürich,40-49,256
1988,Zürich,50-59,98
1988,Zürich,60-69,19
1988,Zürich,70-79,2
1988,Zürich,80-89,1
1989,Aargau,10-19,2
1989,Aargau,20-29,1547
1989,Aargau,30-39,480
1989,Aargau,40-49,94
1989,Aargau,50-59,28
1989,Aargau,60-69,9
1989,Aargau,70-79,1
1989,Aargau,80-89,0
1989,Appenzell Ausserrhoden,10-19,0
1989,Appenzell Ausserrhoden,20-29,164
1989,Appenzell Ausserrhoden,30-39,35
1989,Appenzell Ausserrhoden,40-49,5
1989,Appenzell Ausserrhoden,50-59,3
1989,Appenzell Ausserrhoden,60-69,0
1989,Appenzell Ausserrhoden,70-79,0
1989,Appenzell Ausserrhoden,80-89,0
1989,Appenzell Innerrhoden,10-19,0
1989,Appenzell Innerrhoden,20-29,62
1989,Appenzell Innerrhoden,30-39,6
1989,Appenzell Innerrhoden,40-49,1
1989,Appenzell Innerrhoden,50-59,0
1989,Appenzell Innerrhoden,60-69,0
1989,Appenzell Innerrhoden,70-79,0
1989,Appenzell Innerrhoden,80-89,0
1989,Basel-Landschaft,10-19,0
1989,Basel-Landschaft,20-29,675
1989,Basel-Landschaft,30-39,218
1989,Basel-Landschaft,40-49,47
1989,Basel-Landschaft,50-59,17
